Country,Year,Type,Value,Sector,Dept,Programme,Name,Notes,Change,,,,,,,
Papua New Guinea,2012,aggr,1396,administration,211,2111,Commercial Trade and Compliance,,,,,,,,,
Papua New Guinea,2012,aggr,1892,administration,211,2112,Enforcement,,,,,,,,,
Papua New Guinea,2012,aggr,3549,administration,211,2113,Southern Region,,,,,,,,,
Papua New Guinea,2012,aggr,2976,administration,211,2114,Northern Region,,,,,,,,,
Papua New Guinea,2012,aggr,2396,administration,211,2115,Islands Region,,,,,,,,,
Papua New Guinea,2012,aggr,2192,administration,211,2116,Information and Communication Technology,,,,,,,,,
Papua New Guinea,2012,aggr,445,administration,211,2117,PNG Customs Modernisation Services,,,,,,,,,
Papua New Guinea,2012,aggr,2869,administration,211,2118,Executive Unit,,,,,,,,,
Papua New Guinea,2012,aggr,711,administration,211,2119,Office Of Commissioner,,,,,,,,,
Papua New Guinea,2012,aggr,5837,administration,211,21191,Corporate Services,,,,,,,,,
Papua New Guinea,2012,aggr,828,administration,211,21192,Border Management,,,,,,,,,
Papua New Guinea,2012,aggr,428,administration,211,21193,Internal Audits,,,,,,,,,
Papua New Guinea,2012,aggr,376,administration,211,21194,Internal Affairs,,,,,,,,,
Papua New Guinea,2012,aggr,1312,administration,211,21195,Container Examination Facility,,,,,,,,,
Papua New Guinea,2012,aggr,10000,administration,211,21196,Customs Container Scanning Equipment Purchase,,,,,,,,,
Papua New Guinea,2012,aggr,7700,administration,211,21197,Customs Institutional Housing,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,211,21198,Automated System for Customs Data (ASYCUDA),,,,,,,,,
Papua New Guinea,2013,aggr,2347,administration,211,2111,Commercial Trade and Compliance,,,,,,,,,
Papua New Guinea,2013,aggr,2952,administration,211,2112,Enforcement,,,,,,,,,
Papua New Guinea,2013,aggr,5484,administration,211,2113,Southern Region,,,,,,,,,
Papua New Guinea,2013,aggr,5032,administration,211,2114,Northern Region,,,,,,,,,
Papua New Guinea,2013,aggr,3541,administration,211,2115,Islands Region,,,,,,,,,
Papua New Guinea,2013,aggr,3557,administration,211,2116,Information and Communication Technology,,,,,,,,,
Papua New Guinea,2013,aggr,690,administration,211,2117,PNG Customs Modernisation Services,,,,,,,,,
Papua New Guinea,2013,aggr,2541,administration,211,2118,Executive Unit,,,,,,,,,
Papua New Guinea,2013,aggr,890,administration,211,2119,Office Of Commissioner,,,,,,,,,
Papua New Guinea,2013,aggr,4410,administration,211,21191,Corporate Services,,,,,,,,,
Papua New Guinea,2013,aggr,1257,administration,211,21192,Border Management,,,,,,,,,
Papua New Guinea,2013,aggr,938,administration,211,21193,Internal Audits,,,,,,,,,
Papua New Guinea,2013,aggr,679,administration,211,21194,Internal Affairs,,,,,,,,,
Papua New Guinea,2013,aggr,1944,administration,211,21195,Container Examination Facility,,,,,,,,,
Papua New Guinea,2013,aggr,5000,administration,211,21196,Customs Container Scanning Equipment Purchase,,,,,,,,,
Papua New Guinea,2013,aggr,3000,administration,211,21197,Customs Institutional Housing,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,211,21198,Automated System for Customs Data (ASYCUDA),,,,,,,,,
Papua New Guinea,2014,aggr,2661,administration,211,2111,Commercial Trade and Compliance,,,,,,,,,
Papua New Guinea,2014,aggr,3121,administration,211,2112,Enforcement,,,,,,,,,
Papua New Guinea,2014,aggr,6590,administration,211,2113,Southern Region,,,,,,,,,
Papua New Guinea,2014,aggr,5790,administration,211,2114,Northern Region,,,,,,,,,
Papua New Guinea,2014,aggr,5390,administration,211,2115,Islands Region,,,,,,,,,
Papua New Guinea,2014,aggr,4722,administration,211,2116,Information and Communication Technology,,,,,,,,,
Papua New Guinea,2014,aggr,777,administration,211,2117,PNG Customs Modernisation Services,,,,,,,,,
Papua New Guinea,2014,aggr,2817,administration,211,2118,Executive Unit,,,,,,,,,
Papua New Guinea,2014,aggr,1611,administration,211,2119,Office Of Commissioner,,,,,,,,,
Papua New Guinea,2014,aggr,5807,administration,211,21191,Corporate Services,,,,,,,,,
Papua New Guinea,2014,aggr,1687,administration,211,21192,Border Management,,,,,,,,,
Papua New Guinea,2014,aggr,1072,administration,211,21193,Internal Audits,,,,,,,,,
Papua New Guinea,2014,aggr,1393,administration,211,21194,Internal Affairs,,,,,,,,,
Papua New Guinea,2014,aggr,2058,administration,211,21195,Container Examination Facility,,,,,,,,,
Papua New Guinea,2014,aggr,10000,administration,211,21196,Customs Container Scanning Equipment Purchase,,,,,,,,,
Papua New Guinea,2014,aggr,5000,administration,211,21197,Customs Institutional Housing,,,,,,,,,
Papua New Guinea,2014,aggr,3000,administration,211,21198,Automated System for Customs Data (ASYCUDA),,,,,,,,,
Papua New Guinea,2012,aggr,17570.2,administration,212,,Information Technology Division,,,,,,,,,
Papua New Guinea,2013,aggr,19429.1,administration,212,,Information Technology Division,,0.1,,,,,,,
Papua New Guinea,2014,aggr,19778.8,administration,212,,Information Technology Division,,0.0,,,,,,,
Papua New Guinea,2012,aggr,24311.1,administration,213,,PNG Fire Services,,,,,,,,,
Papua New Guinea,2013,aggr,23322.8,administration,213,,PNG Fire Services,,0.0,,,,,,,
Papua New Guinea,2014,aggr,22616.4,administration,213,,PNG Fire Services,,0.0,,,,,,,
Papua New Guinea,2012,aggr,4056.7,administration,213,2131,Civil Fire Management,,,,,,,,,
Papua New Guinea,2012,aggr,10945,administration,213,2132,Fire Fighting Brigade Operations,,,,,,,,,
Papua New Guinea,2012,aggr,423.1,administration,213,2133,Community Safety,,,,,,,,,
Papua New Guinea,2012,aggr,1167.5,administration,213,2134,Training College,,,,,,,,,
Papua New Guinea,2012,aggr,624.7,administration,213,2135,Corporate Services Division,,,,,,,,,
Papua New Guinea,2012,aggr,2366.6,administration,213,2136,Strengthening of Civil Fire Services,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,213,2137,Rationalisation of PNG Emergency Services,,,,,,,,,
Papua New Guinea,2012,aggr,606.1,administration,213,2138,NCD Command,,,,,,,,,
Papua New Guinea,2012,aggr,603.5,administration,213,2139,Momase/Highlands Command,,,,,,,,,
Papua New Guinea,2012,aggr,215.8,administration,213,21391,Southern/Islands Command,,,,,,,,,
Papua New Guinea,2012,aggr,303.7,administration,213,21392,Finance and Information Technology,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,213,21393,Highlands Command,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,213,21394,Islands Command,,,,,,,,,
Papua New Guinea,2012,aggr,2998.4,administration,213,21395,"Construction, Rehabilitation & Upgrading of 14 Fire Stns",,,,,,,,,
Papua New Guinea,2013,aggr,3313.4,administration,213,2131,Civil Fire Management,,,,,,,,,
Papua New Guinea,2013,aggr,9926.7,administration,213,2132,Fire Fighting Brigade Operations,,,,,,,,,
Papua New Guinea,2013,aggr,503.1,administration,213,2133,Community Safety,,,,,,,,,
Papua New Guinea,2013,aggr,960.6,administration,213,2134,Training College,,,,,,,,,
Papua New Guinea,2013,aggr,784.7,administration,213,2135,Corporate Services Division,,,,,,,,,
Papua New Guinea,2013,aggr,1750.9,administration,213,2136,Strengthening of Civil Fire Services,,,,,,,,,
Papua New Guinea,2013,aggr,225.9,administration,213,2137,Rationalisation of PNG Emergency Services,,,,,,,,,
Papua New Guinea,2013,aggr,441.8,administration,213,2138,NCD Command,,,,,,,,,
Papua New Guinea,2013,aggr,715.8,administration,213,2139,Momase/Highlands Command,,,,,,,,,
Papua New Guinea,2013,aggr,229.2,administration,213,21391,Southern/Islands Command,,,,,,,,,
Papua New Guinea,2013,aggr,435,administration,213,21392,Finance and Information Technology,,,,,,,,,
Papua New Guinea,2013,aggr,348.3,administration,213,21393,Highlands Command,,,,,,,,,
Papua New Guinea,2013,aggr,687.4,administration,213,21394,Islands Command,,,,,,,,,
Papua New Guinea,2013,aggr,3000,administration,213,21395,"Construction, Rehabilitation & Upgrading of 14 Fire Stns",,,,,,,,,
Papua New Guinea,2013,aggr,3345.3,administration,213,2131,Civil Fire Management,,,,,,,,,
Papua New Guinea,2013,aggr,9276.7,administration,213,2132,Fire Fighting Brigade Operations,,,,,,,,,
Papua New Guinea,2013,aggr,412.5,administration,213,2133,Community Safety,,,,,,,,,
Papua New Guinea,2013,aggr,855.5,administration,213,2134,Training College,,,,,,,,,
Papua New Guinea,2013,aggr,742.8,administration,213,2135,Corporate Services Division,,,,,,,,,
Papua New Guinea,2013,aggr,210,administration,213,2136,Strengthening of Civil Fire Services,,,,,,,,,
Papua New Guinea,2013,aggr,231.5,administration,213,2137,Rationalisation of PNG Emergency Services,,,,,,,,,
Papua New Guinea,2013,aggr,453.5,administration,213,2138,NCD Command,,,,,,,,,
Papua New Guinea,2013,aggr,524.6,administration,213,2139,Momase/Highlands Command,,,,,,,,,
Papua New Guinea,2013,aggr,234.9,administration,213,21391,Southern/Islands Command,,,,,,,,,
Papua New Guinea,2013,aggr,445.9,administration,213,21392,Finance and Information Technology,,,,,,,,,
Papua New Guinea,2013,aggr,357,administration,213,21393,Highlands Command,,,,,,,,,
Papua New Guinea,2013,aggr,526.2,administration,213,21394,Islands Command,,,,,,,,,
Papua New Guinea,2013,aggr,5000,administration,213,21395,"Construction, Rehabilitation & Upgrading of 14 Fire Stns",,,,,,,,,
Papua New Guinea,2012,aggr,9303.8,administration,215,,PNG Immigration and Citizenship Services,,,,,,,,,
Papua New Guinea,2013,aggr,8665.5,administration,215,,PNG Immigration and Citizenship Services,,-0.1,,,,,,,
Papua New Guinea,2014,aggr,8665.5,administration,215,,PNG Immigration and Citizenship Services,,0.0,,,,,,,
Papua New Guinea,2012,aggr,41590.7,administration,216,,Internal Revenue Commission,,,,,,,,,
Papua New Guinea,2013,aggr,51896.2,administration,216,,Internal Revenue Commission,,0.2,,,,,,,
Papua New Guinea,2014,aggr,76235,administration,216,,Internal Revenue Commission,,0.5,,,,,,,
Papua New Guinea,2012,aggr,16251.2,administration,216,2161,Assessment & Collection of Income Tax,,,,,,,,,
Papua New Guinea,2012,aggr,25159.8,administration,216,2162,General administration,,,,,,,,,
Papua New Guinea,2013,aggr,23713.3,administration,216,2161,Assessment & Collection of Income Tax,,,,,,,,,
Papua New Guinea,2013,aggr,28182.9,administration,216,2162,General administration,,,,,,,,,
Papua New Guinea,2014,aggr,38657.4,administration,216,2161,Assessment & Collection of Income Tax,,,,,,,,,
Papua New Guinea,2014,aggr,37577.4,administration,216,2162,General administration,,,,,,,,,
Papua New Guinea,2012,aggr,67161.3,administration,217,,Department of Foreign Affairs and Trade,,,,,,,,,
Papua New Guinea,2013,aggr,91480.5,administration,217,,Department of Foreign Affairs and Trade,,0.4,,,,,,,
Papua New Guinea,2014,aggr,127110.1,administration,217,,Department of Foreign Affairs and Trade,,0.4,,,,,,,
Papua New Guinea,2012,aggr,50444.9,administration,217,2171,Government Representation Abroad,,,,,,,,,
Papua New Guinea,2012,aggr,8634.2,administration,217,2172,Policy Formulation and General Admnistration,,,,,,,,,
Papua New Guinea,2012,aggr,1194.8,administration,217,2173,Minister's Admin Support Services,,,,,,,,,
Papua New Guinea,2012,aggr,1141.4,administration,217,2174,Protocol Services,,,,,,,,,
Papua New Guinea,2012,aggr,2842.9,administration,217,2175,Bi-Lateral Relations Management,,,,,,,,,
Papua New Guinea,2012,aggr,2048.6,administration,217,2176,Economic Affairs & Developt Cooperation,,,,,,,,,
Papua New Guinea,2012,aggr,854.5,administration,217,2177,Trade,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,217,2178,Regional Development Grant to the Solomon's,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,217,2179,Republic of Fiji General Elections,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,217,21791,Regional Development Assistance To Pacific Countries,,,,,,,,,
Papua New Guinea,2025,aggr,76863.5,administration,217,2171,Government Representation Abroad,,,,,,,,,
Papua New Guinea,2026,aggr,5562.4,administration,217,2172,Policy Formulation and General Admnistration,,,,,,,,,
Papua New Guinea,2027,aggr,1209,administration,217,2173,Minister's Admin Support Services,,,,,,,,,
Papua New Guinea,2028,aggr,1358,administration,217,2174,Protocol Services,,,,,,,,,
Papua New Guinea,2029,aggr,3053.1,administration,217,2175,Bi-Lateral Relations Management,,,,,,,,,
Papua New Guinea,2030,aggr,1404.9,administration,217,2176,Economic Affairs & Developt Cooperation,,,,,,,,,
Papua New Guinea,2031,aggr,2029.6,administration,217,2177,Trade,,,,,,,,,
Papua New Guinea,2032,aggr,0,administration,217,2178,Regional Development Grant to the Solomon's,,,,,,,,,
Papua New Guinea,2033,aggr,0,administration,217,2179,Republic of Fiji General Elections,,,,,,,,,
Papua New Guinea,2034,aggr,0,administration,217,21791,Regional Development Assistance To Pacific Countries,,,,,,,,,
Papua New Guinea,2035,aggr,57486,administration,217,2171,Government Representation Abroad,,,,,,,,,
Papua New Guinea,2036,aggr,5453.8,administration,217,2172,Policy Formulation and General Admnistration,,,,,,,,,
Papua New Guinea,2037,aggr,1239.2,administration,217,2173,Minister's Admin Support Services,,,,,,,,,
Papua New Guinea,2038,aggr,1364.7,administration,217,2174,Protocol Services,,,,,,,,,
Papua New Guinea,2039,aggr,3095.8,administration,217,2175,Bi-Lateral Relations Management,,,,,,,,,
Papua New Guinea,2040,aggr,1416,administration,217,2176,Economic Affairs & Developt Cooperation,,,,,,,,,
Papua New Guinea,2041,aggr,2054.6,administration,217,2177,Trade,,,,,,,,,
Papua New Guinea,2042,aggr,20000,administration,217,2178,Regional Development Grant to the Solomon's,,,,,,,,,
Papua New Guinea,2043,aggr,25000,administration,217,2179,Republic of Fiji General Elections,,,,,,,,,
Papua New Guinea,2044,aggr,10000,administration,217,21791,Regional Development Assistance To Pacific Countries,,,,,,,,,
Papua New Guinea,2012,aggr,6160.3,administration,219,,PNG Institute of Public administration,,,,,,,,,
Papua New Guinea,2013,aggr,6849,administration,219,,PNG Institute of Public administration,,0.1,,,,,,,
Papua New Guinea,2014,aggr,6819.1,administration,219,,PNG Institute of Public administration,,0.0,,,,,,,
Papua New Guinea,2012,aggr,5959.5,administration,219,2191,Training Design & Delivery,,,,,,,,,
Papua New Guinea,2012,aggr,87.5,administration,219,2192,Establishment of School of Government,,,,,,,,,
Papua New Guinea,2012,aggr,19.8,administration,219,2193,Governance and Reporting Frameworks,,,,,,,,,
Papua New Guinea,2012,aggr,37.1,administration,219,2194,Human Resource Management,,,,,,,,,
Papua New Guinea,2012,aggr,56.4,administration,219,2195,Infrastructure & Facilities Development,,,,,,,,,
Papua New Guinea,2013,aggr,6523.7,administration,219,2191,Training Design & Delivery,,,,,,,,,
Papua New Guinea,2013,aggr,93.4,administration,219,2192,Establishment of School of Government,,,,,,,,,
Papua New Guinea,2013,aggr,85,administration,219,2193,Governance and Reporting Frameworks,,,,,,,,,
Papua New Guinea,2013,aggr,74.5,administration,219,2194,Human Resource Management,,,,,,,,,
Papua New Guinea,2013,aggr,72.4,administration,219,2195,Infrastructure & Facilities Development,,,,,,,,,
Papua New Guinea,2014,aggr,6493.8,administration,219,2191,Training Design & Delivery,,,,,,,,,
Papua New Guinea,2014,aggr,93.4,administration,219,2192,Establishment of School of Government,,,,,,,,,
Papua New Guinea,2014,aggr,85,administration,219,2193,Governance and Reporting Frameworks,,,,,,,,,
Papua New Guinea,2014,aggr,74.5,administration,219,2194,Human Resource Management,,,,,,,,,
Papua New Guinea,2014,aggr,72.4,administration,219,2195,Infrastructure & Facilities Development,,,,,,,,,
Papua New Guinea,2012,aggr,27712.7,administration,220,,Department of Personnel Management,,,,,,,,,
Papua New Guinea,2013,aggr,130059.5,administration,220,,Department of Personnel Management,,3.7,,,,,,,
Papua New Guinea,2014,aggr,169657.8,administration,220,,Department of Personnel Management,,0.3,,,,,,,
Papua New Guinea,2012,aggr,0,administration,220,2201,Policy Research & Development,,,,,,,,,
Papua New Guinea,2012,aggr,399.1,administration,220,2202,Pre-2010 activities and Programmes,,,,,,,,,
Papua New Guinea,2012,aggr,5236.5,administration,220,2203,Corporate Services,,,,,,,,,
Papua New Guinea,2012,aggr,2882.1,administration,220,2204,Executive Management,,,,,,,,,
Papua New Guinea,2012,aggr,276.5,administration,220,2205,Ministerial Services,,,,,,,,,
Papua New Guinea,2012,aggr,1195,administration,220,2206,Implementation,,,,,,,,,
Papua New Guinea,2012,aggr,14004.6,administration,220,2207,Industrial & Employee Relations,,,,,,,,,
Papua New Guinea,2012,aggr,853.1,administration,220,2208,Monitoring & Inspections,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,220,2209,Policy Advisory Services,,,,,,,,,
Papua New Guinea,2012,aggr,280.5,administration,220,22091,Policy Research & Development,,,,,,,,,
Papua New Guinea,2012,aggr,2379.5,administration,220,22092,Information Technology,,,,,,,,,
Papua New Guinea,2012,aggr,265.8,administration,220,22093,Government Accommodation and Public Service,,,,,,,,,
Papua New Guinea,2013,aggr,45265,administration,220,2201,Policy Research & Development,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,220,2202,Pre-2010 activities and Programmes,,,,,,,,,
Papua New Guinea,2013,aggr,10583.9,administration,220,2203,Corporate Services,,,,,,,,,
Papua New Guinea,2013,aggr,2089.5,administration,220,2204,Executive Management,,,,,,,,,
Papua New Guinea,2013,aggr,238.8,administration,220,2205,Ministerial Services,,,,,,,,,
Papua New Guinea,2013,aggr,1917.5,administration,220,2206,Implementation,,,,,,,,,
Papua New Guinea,2013,aggr,1874.4,administration,220,2207,Industrial & Employee Relations,,,,,,,,,
Papua New Guinea,2013,aggr,1688.3,administration,220,2208,Monitoring & Inspections,,,,,,,,,
Papua New Guinea,2013,aggr,58198,administration,220,2209,Policy Advisory Services,,,,,,,,,
Papua New Guinea,2013,aggr,2094.1,administration,220,22091,Policy Research & Development,,,,,,,,,
Papua New Guinea,2013,aggr,4357,administration,220,22092,Information Technology,,,,,,,,,
Papua New Guinea,2014,aggr,1753,administration,220,22093,Government Accommodation and Public Service,,,,,,,,,
Papua New Guinea,2014,aggr,80179,administration,220,2201,Policy Research & Development,,,,,,,,,
Papua New Guinea,2014,aggr,0,administration,220,2202,Pre-2010 activities and Programmes,,,,,,,,,
Papua New Guinea,2014,aggr,11899.4,administration,220,2203,Corporate Services,,,,,,,,,
Papua New Guinea,2014,aggr,2106.1,administration,220,2204,Executive Management,,,,,,,,,
Papua New Guinea,2014,aggr,244.8,administration,220,2205,Ministerial Services,,,,,,,,,
Papua New Guinea,2014,aggr,1908.8,administration,220,2206,Implementation,,,,,,,,,
Papua New Guinea,2014,aggr,1874.9,administration,220,2207,Industrial & Employee Relations,,,,,,,,,
Papua New Guinea,2014,aggr,1698.5,administration,220,2208,Monitoring & Inspections,,,,,,,,,
Papua New Guinea,2014,aggr,61626,administration,220,2209,Policy Advisory Services,,,,,,,,,
Papua New Guinea,2014,aggr,2099.8,administration,220,22091,Policy Research & Development,,,,,,,,,
Papua New Guinea,2014,aggr,4037.3,administration,220,22092,Information Technology,,,,,,,,,
Papua New Guinea,2014,aggr,1983.2,administration,220,22093,Government Accommodation and Public Service,,,,,,,,,
Papua New Guinea,2012,aggr,5178.1,administration,221,,Public Service Commission,,,,,,,,,
Papua New Guinea,2013,aggr,6153.5,administration,221,,Public Service Commission,,0.2,,,,,,,
Papua New Guinea,2014,aggr,6188.8,administration,221,,Public Service Commission,,0.0,,,,,,,
Papua New Guinea,2012,aggr,36239.1,administration,227,,Provincial Treasuries,,,,,,,,,
Papua New Guinea,2013,aggr,36495.2,administration,227,,Provincial Treasuries,,0.0,,,,,,,
Papua New Guinea,2014,aggr,40059.1,administration,227,,Provincial Treasuries,,0.1,,,,,,,
Papua New Guinea,2012,aggr,42991,administration,229,,Department of National Planning and Monitoring,,,,,,,,,
Papua New Guinea,2013,aggr,231560.4,administration,229,,Department of National Planning and Monitoring,,4.4,,,,,,,
Papua New Guinea,2014,aggr,516712.9,administration,229,,Department of National Planning and Monitoring,,1.2,,,,,,,
Papua New Guinea,2012,aggr,0,administration,229,2291,Sustainable Development Program,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,229,2292,National Strategic Planning,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,229,2293,JICA Volunteer,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,229,2294,JICA Training,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,229,2295,General Administrative Services,,,,,,,,,
Papua New Guinea,2012,aggr,24378.9,administration,229,2296,National Strategic Planning,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,229,2297,Water Transport Services,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,229,2298,Kokopo City Infrastructure Development,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,229,2299,Rural Development Programme,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,229,22991,Other Multi-Functional Development Projects,,,,,,,,,
Papua New Guinea,2012,aggr,18612.1,administration,229,22992,PNG Church State Partnership Program,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,229,22993,Government Accommodation and Public Service,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,229,2291,Sustainable Development Program,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,229,2292,National Strategic Planning,,,,,,,,,
Papua New Guinea,2013,aggr,7711,administration,229,2293,JICA Volunteer,,,,,,,,,
Papua New Guinea,2013,aggr,1527,administration,229,2294,JICA Training,,,,,,,,,
Papua New Guinea,2013,aggr,30000,administration,229,2295,General Administrative Services,,,,,,,,,
Papua New Guinea,2013,aggr,162322.4,administration,229,2296,National Strategic Planning,,,,,,,,,
Papua New Guinea,2013,aggr,20000,administration,229,2297,Water Transport Services,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,229,2298,Kokopo City Infrastructure Development,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,229,2299,Rural Development Programme,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,229,22991,Other Multi-Functional Development Projects,,,,,,,,,
Papua New Guinea,2013,aggr,10000,administration,229,22992,PNG Church State Partnership Program,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,229,22993,Government Accommodation and Public Service,,,,,,,,,
Papua New Guinea,2014,aggr,25000,administration,229,2291,Sustainable Development Program,,,,,,,,,
Papua New Guinea,2014,aggr,1500,administration,229,2292,National Strategic Planning,,,,,,,,,
Papua New Guinea,2014,aggr,7056,administration,229,2293,JICA Volunteer,,,,,,,,,
Papua New Guinea,2014,aggr,1397,administration,229,2294,JICA Training,,,,,,,,,
Papua New Guinea,2014,aggr,167600,administration,229,2295,General Administrative Services,,,,,,,,,
Papua New Guinea,2014,aggr,166250.9,administration,229,2296,National Strategic Planning,,,,,,,,,
Papua New Guinea,2014,aggr,10000,administration,229,2297,Water Transport Services,,,,,,,,,
Papua New Guinea,2014,aggr,20000,administration,229,2298,Kokopo City Infrastructure Development,,,,,,,,,
Papua New Guinea,2014,aggr,21909,administration,229,2299,Rural Development Programme,,,,,,,,,
Papua New Guinea,2014,aggr,10000,administration,229,22991,Other Multi-Functional Development Projects,,,,,,,,,
Papua New Guinea,2014,aggr,25000,administration,229,22992,PNG Church State Partnership Program,,,,,,,,,
Papua New Guinea,2014,aggr,61000,administration,229,22993,Government Accommodation and Public Service,,,,,,,,,
Papua New Guinea,2012,aggr,215060,administration,230,,Electoral Commission,,,,,,,,,
Papua New Guinea,2013,aggr,76383,administration,230,,Electoral Commission,,-0.6,,,,,,,
Papua New Guinea,2014,aggr,36981.2,administration,230,,Electoral Commission,,-0.5,,,,,,,
Papua New Guinea,2012,aggr,45280,administration,230,2301,Human Resource,,,,,,,,,
Papua New Guinea,2012,aggr,169780,administration,230,2302,Preparation and Conduct of Election,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,230,2303,Executive,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,230,2304,Internal Audit,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,230,2305,Policy,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,230,2306,Election administration,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,230,2307,Information Communication Awareness Branch,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,230,2308,Finance,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,230,2309,Information Technology,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,230,2310,Electoral Support Project Phase II,,,,,,,,,
Papua New Guinea,2013,aggr,26383,administration,230,2301,Human Resource,,,,,,,,,
Papua New Guinea,2013,aggr,50000,administration,230,2302,Preparation and Conduct of Election,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,230,2303,Executive,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,230,2304,Internal Audit,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,230,2305,Policy,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,230,2306,Election administration,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,230,2307,Information Communication Awareness Branch,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,230,2308,Finance,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,230,2309,Information Technology,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,230,2310,Electoral Support Project Phase II,,,,,,,,,
Papua New Guinea,2014,aggr,2638.6,administration,230,2301,Human Resource,,,,,,,,,
Papua New Guinea,2014,aggr,0,administration,230,2302,Preparation and Conduct of Election,,,,,,,,,
Papua New Guinea,2014,aggr,951,administration,230,2303,Executive,,,,,,,,,
Papua New Guinea,2014,aggr,428.5,administration,230,2304,Internal Audit,,,,,,,,,
Papua New Guinea,2014,aggr,2761.4,administration,230,2305,Policy,,,,,,,,,
Papua New Guinea,2014,aggr,4996.3,administration,230,2306,Election administration,,,,,,,,,
Papua New Guinea,2014,aggr,4090.3,administration,230,2307,Information Communication Awareness Branch,,,,,,,,,
Papua New Guinea,2014,aggr,6573,administration,230,2308,Finance,,,,,,,,,
Papua New Guinea,2014,aggr,3615.1,administration,230,2309,Information Technology,,,,,,,,,
Papua New Guinea,2014,aggr,10927,administration,230,2310,Electoral Support Project Phase II,,,,,,,,,
Papua New Guinea,2012,aggr,5147.9,administration,231,,National Intelligence Organisation,,,,,,,,,
Papua New Guinea,2013,aggr,4318.9,administration,231,,National Intelligence Organisation,,-0.2,,,,,,,
Papua New Guinea,2014,aggr,4372.5,administration,231,,National Intelligence Organisation,,0.0,,,,,,,
Papua New Guinea,2012,aggr,21695.7,administration,232,,Department for Local and Provincial Affairs,,,,,,,,,
Papua New Guinea,2013,aggr,74765.4,administration,232,,Department for Local and Provincial Affairs,,2.4,,,,,,,
Papua New Guinea,2014,aggr,74723.7,administration,232,,Department for Local and Provincial Affairs,,0.0,,,,,,,
Papua New Guinea,2012,aggr,664.4,administration,232,2321,"Border administration,  Assistance to Provinces & Refugees",,,,,,,,,
Papua New Guinea,2012,aggr,6424.1,administration,232,2322,General administration,,,,,,,,,
Papua New Guinea,2012,aggr,10441.1,administration,232,2323,National Disaster Management Services,,,,,,,,,
Papua New Guinea,2012,aggr,397.9,administration,232,2324,Sub-National Strategy,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,232,2325,PNG Disaster Risk Management Program 2010-2014,,,,,,,,,
Papua New Guinea,2012,aggr,3548.5,administration,232,2326,Support Services to Provincial Governments,,,,,,,,,
Papua New Guinea,2012,aggr,219.7,administration,232,2327,Ministerial Services,,,,,,,,,
Papua New Guinea,2012,aggr,0,administration,232,2328,Rural Development Programme,,,,,,,,,
Papua New Guinea,2013,aggr,1083.1,administration,232,2321,"Border administration,  Assistance to Provinces & Refugees",,,,,,,,,
Papua New Guinea,2013,aggr,6884.6,administration,232,2322,General administration,,,,,,,,,
Papua New Guinea,2013,aggr,3108.7,administration,232,2323,National Disaster Management Services,,,,,,,,,
Papua New Guinea,2013,aggr,53887,administration,232,2324,Sub-National Strategy,,,,,,,,,
