Country,Year,Type,Value,Sector,Dept,Programme,Name,Notes,Change,
Papua New Guinea,2014,aggr,6896.9,Law & Order,218,,Office of the Public Prosecutor,,,
Papua New Guinea,2013,aggr,6849.0,Administration,219,,PNG Institute of Public Administration,,0.1,
Papua New Guinea,2012,aggr,6160.3,Administration,219,,PNG Institute of Public Administration,,,
Papua New Guinea,2014,aggr,6819.1,Administration,219,,PNG Institute of Public Administration,,0.0,
Papua New Guinea,2012,aggr,5959.5,Administration,219,2191,Training Design & Delivery,,,
Papua New Guinea,2012,aggr,87.5,Administration,219,2192,Establishment of School of Government,,,
Papua New Guinea,2012,aggr,19.8,Administration,219,2193,Governance and Reporting Frameworks,,,
Papua New Guinea,2012,aggr,37.1,Administration,219,2194,Human Resource Management,,,
Papua New Guinea,2012,aggr,56.4,Administration,219,2195,Infrastructure & Facilities Development,,,
Papua New Guinea,2013,aggr,6523.7,Administration,219,2191,Training Design & Delivery,,,
Papua New Guinea,2013,aggr,93.4,Administration,219,2192,Establishment of School of Government,,,
Papua New Guinea,2013,aggr,85.0,Administration,219,2193,Governance and Reporting Frameworks,,,
Papua New Guinea,2013,aggr,74.5,Administration,219,2194,Human Resource Management,,,
Papua New Guinea,2013,aggr,72.4,Administration,219,2195,Infrastructure & Facilities Development,,,
Papua New Guinea,2014,aggr,6493.8,Administration,219,2191,Training Design & Delivery,,,
Papua New Guinea,2014,aggr,93.4,Administration,219,2192,Establishment of School of Government,,,
Papua New Guinea,2014,aggr,85.0,Administration,219,2193,Governance and Reporting Frameworks,,,
Papua New Guinea,2014,aggr,74.5,Administration,219,2194,Human Resource Management,,,
Papua New Guinea,2014,aggr,72.4,Administration,219,2195,Infrastructure & Facilities Development,,,
Papua New Guinea,2013,aggr,130059.5,Administration,220,,Department of Personnel Management,,3.7,
Papua New Guinea,2012,aggr,27712.7,Administration,220,,Department of Personnel Management,,,
Papua New Guinea,2014,aggr,169657.8,Administration,220,,Department of Personnel Management,,0.3,
Papua New Guinea,2012,aggr,0.0,Administration,220,2201,Policy Research & Development,,,
Papua New Guinea,2012,aggr,399.1,Administration,220,2202,Pre-2010 activities and Programmes,,,
Papua New Guinea,2012,aggr,5236.5,Administration,220,2203,Corporate Services,,,
Papua New Guinea,2012,aggr,2882.1,Administration,220,2204,Executive Management,,,
Papua New Guinea,2012,aggr,276.5,Administration,220,2205,Ministerial Services,,,
Papua New Guinea,2012,aggr,1195.0,Administration,220,2206,Implementation,,,
Papua New Guinea,2012,aggr,14004.6,Administration,220,2207,Industrial & Employee Relations,,,
Papua New Guinea,2012,aggr,853.1,Administration,220,2208,Monitoring & Inspections,,,
Papua New Guinea,2012,aggr,0.0,Administration,220,2209,Policy Advisory Services,,,
Papua New Guinea,2012,aggr,280.5,Administration,220,22091,Policy Research & Development,,,
Papua New Guinea,2012,aggr,2379.5,Administration,220,22092,Information Technology,,,
Papua New Guinea,2012,aggr,265.8,Administration,220,22093,Government Accommodation and Public Service,,,
Papua New Guinea,2013,aggr,45265.0,Administration,220,2201,Policy Research & Development,,,
Papua New Guinea,2013,aggr,0.0,Administration,220,2202,Pre-2010 activities and Programmes,,,
Papua New Guinea,2013,aggr,10583.9,Administration,220,2203,Corporate Services,,,
Papua New Guinea,2013,aggr,2089.5,Administration,220,2204,Executive Management,,,
Papua New Guinea,2013,aggr,238.8,Administration,220,2205,Ministerial Services,,,
Papua New Guinea,2013,aggr,1917.5,Administration,220,2206,Implementation,,,
Papua New Guinea,2013,aggr,1874.4,Administration,220,2207,Industrial & Employee Relations,,,
Papua New Guinea,2013,aggr,1688.3,Administration,220,2208,Monitoring & Inspections,,,
Papua New Guinea,2013,aggr,58198.0,Administration,220,2209,Policy Advisory Services,,,
Papua New Guinea,2013,aggr,2094.1,Administration,220,22091,Policy Research & Development,,,
Papua New Guinea,2013,aggr,4357.0,Administration,220,22092,Information Technology,,,
Papua New Guinea,2014,aggr,1753.0,Administration,220,22093,Government Accommodation and Public Service,,,
Papua New Guinea,2014,aggr,80179.0,Administration,220,2201,Policy Research & Development,,,
Papua New Guinea,2014,aggr,0.0,Administration,220,2202,Pre-2010 activities and Programmes,,,
Papua New Guinea,2014,aggr,11899.4,Administration,220,2203,Corporate Services,,,
Papua New Guinea,2014,aggr,2106.1,Administration,220,2204,Executive Management,,,
Papua New Guinea,2014,aggr,244.8,Administration,220,2205,Ministerial Services,,,
Papua New Guinea,2014,aggr,1908.8,Administration,220,2206,Implementation,,,
Papua New Guinea,2014,aggr,1874.9,Administration,220,2207,Industrial & Employee Relations,,,
Papua New Guinea,2014,aggr,1698.5,Administration,220,2208,Monitoring & Inspections,,,
Papua New Guinea,2014,aggr,61626.0,Administration,220,2209,Policy Advisory Services,,,
Papua New Guinea,2014,aggr,2099.8,Administration,220,22091,Policy Research & Development,,,
Papua New Guinea,2014,aggr,4037.3,Administration,220,22092,Information Technology,,,
Papua New Guinea,2014,aggr,1983.2,Administration,220,22093,Government Accommodation and Public Service,,,
Papua New Guinea,2013,aggr,6153.5,Administration,221,,Public Service Commission,,0.2,
Papua New Guinea,2012,aggr,5178.1,Administration,221,,Public Service Commission,,,
Papua New Guinea,2014,aggr,6188.8,Administration,221,,Public Service Commission,,0.0,
Papua New Guinea,2013,aggr,11731.4,Law & Order,222,,Office of the Public Solicitor,,,
Papua New Guinea,2012,aggr,9464.3,Law & Order,222,,Office of the Public Solicitor,,,
Papua New Guinea,2014,aggr,11828.3,Law & Order,222,,Office of the Public Solicitor,,,
Papua New Guinea,2013,aggr,85116.5,Law & Order,223,,Judiciary Services,,,
Papua New Guinea,2012,aggr,86717.0,Law & Order,223,,Judiciary Services,,,
Papua New Guinea,2014,aggr,86994.4,Law & Order,223,,Judiciary Services,,,
Papua New Guinea,2013,aggr,37618.2,Law & Order,224,,Magisterial Services,,,
Papua New Guinea,2012,aggr,46461.6,Law & Order,224,,Magisterial Services,,,
Papua New Guinea,2014,aggr,49202.1,Law & Order,224,,Magisterial Services,,,
Papua New Guinea,2013,aggr,119155.9,Law & Order,225,,Department of Attorney-General,,,
Papua New Guinea,2012,aggr,68212.4,Law & Order,225,,Department of Attorney-General,,,
Papua New Guinea,2014,aggr,114838.7,Law & Order,225,,Department of Attorney-General,,,
Papua New Guinea,2012,aggr,25731.1,Law & Order,225,2251,Administration & Improvement of Laws and the Legal  System,,,
Papua New Guinea,2012,aggr,30635.3,Law & Order,225,2252,Top Management and General Administration,,,
Papua New Guinea,2012,aggr,4634.8,Law & Order,225,2253,Community Based Corrections,,,
Papua New Guinea,2012,aggr,1276.9,Law & Order,225,2254,Community Courts,,,
Papua New Guinea,2012,aggr,1108.9,Law & Order,225,2255,Land Titles Commission,,,
Papua New Guinea,2012,aggr,1011.2,Law & Order,225,2256,National Lands Commission,,,
Papua New Guinea,2012,aggr,451.9,Law & Order,225,2257,Land Mediation,,,
Papua New Guinea,2012,aggr,2000.0,Law & Order,225,2258,PNG LNG Support,,,
Papua New Guinea,2012,aggr,220.1,Law & Order,225,2259,Parole Board Secretariat,,,
Papua New Guinea,2012,aggr,438.8,Law & Order,225,22591,Juvenile Justice,,,
Papua New Guinea,2012,aggr,361.5,Law & Order,225,22592,Restorative Justice,,,
Papua New Guinea,2012,aggr,341.9,Law & Order,225,22593,Miscellaneous Law and Order Services,,,
Papua New Guinea,2013,aggr,84758.9,Law & Order,225,2251,Administration & Improvement of Laws and the Legal  System,,,
Papua New Guinea,2013,aggr,21732.6,Law & Order,225,2252,Top Management and General Administration,,,
Papua New Guinea,2013,aggr,3669.6,Law & Order,225,2253,Community Based Corrections,,,
Papua New Guinea,2013,aggr,1322.8,Law & Order,225,2254,Community Courts,,,
Papua New Guinea,2013,aggr,1235.9,Law & Order,225,2255,Land Titles Commission,,,
Papua New Guinea,2013,aggr,1015.1,Law & Order,225,2256,National Lands Commission,,,
Papua New Guinea,2013,aggr,711.6,Law & Order,225,2257,Land Mediation,,,
Papua New Guinea,2013,aggr,2000.0,Law & Order,225,2258,PNG LNG Support,,,
Papua New Guinea,2013,aggr,661.9,Law & Order,225,2259,Parole Board Secretariat,,,
Papua New Guinea,2013,aggr,886.3,Law & Order,225,22591,Juvenile Justice,,,
Papua New Guinea,2013,aggr,839.3,Law & Order,225,22592,Restorative Justice,,,
Papua New Guinea,2013,aggr,321.9,Law & Order,225,22593,Miscellaneous Law and Order Services,,,
Papua New Guinea,2014,aggr,79957.5,Law & Order,225,2251,Administration & Improvement of Laws and the Legal  System,,,
Papua New Guinea,2014,aggr,21858.9,Law & Order,225,2252,Top Management and General Administration,,,
Papua New Guinea,2014,aggr,4212.2,Law & Order,225,2253,Community Based Corrections,,,
Papua New Guinea,2014,aggr,1292.0,Law & Order,225,2254,Community Courts,,,
Papua New Guinea,2014,aggr,1195.5,Law & Order,225,2255,Land Titles Commission,,,
Papua New Guinea,2014,aggr,974.2,Law & Order,225,2256,National Lands Commission,,,
Papua New Guinea,2014,aggr,483.6,Law & Order,225,2257,Land Mediation,,,
Papua New Guinea,2014,aggr,2050.0,Law & Order,225,2258,PNG LNG Support,,,
Papua New Guinea,2014,aggr,673.8,Law & Order,225,2259,Parole Board Secretariat,,,
Papua New Guinea,2014,aggr,898.8,Law & Order,225,22591,Juvenile Justice,,,
Papua New Guinea,2014,aggr,912.8,Law & Order,225,22592,Restorative Justice,,,
Papua New Guinea,2014,aggr,329.4,Law & Order,225,22593,Miscellaneous Law and Order Services,,,
Papua New Guinea,2013,aggr,105775.4,Law & Order,226,,Department of Corrective Institutional Services,,,
Papua New Guinea,2012,aggr,148643.8,Law & Order,226,,Department of Corrective Institutional Services,,,
Papua New Guinea,2014,aggr,116057.8,Law & Order,226,,Department of Corrective Institutional Services,,,
Papua New Guinea,2012,aggr,9604.0,Law & Order,226,2261,Pre-2010 activities and Programmes,,,
Papua New Guinea,2012,aggr,31217.9,Law & Order,226,2262,General Administration,,,
Papua New Guinea,2012,aggr,104132.3,Law & Order,226,2263,Prison Administration and Improvement,,,
Papua New Guinea,2012,aggr,3239.6,Law & Order,226,2264,Training,,,
Papua New Guinea,2012,aggr,450.0,Law & Order,226,2265,Ministerial Services,,,
Papua New Guinea,2013,aggr,0.0,Law & Order,226,2261,Pre-2010 activities and Programmes,,,
Papua New Guinea,2013,aggr,30815.5,Law & Order,226,2262,General Administration,,,
Papua New Guinea,2013,aggr,71293.2,Law & Order,226,2263,Prison Administration and Improvement,,,
Papua New Guinea,2013,aggr,3216.7,Law & Order,226,2264,Training,,,
Papua New Guinea,2013,aggr,450.0,Law & Order,226,2265,Ministerial Services,,,
Papua New Guinea,2014,aggr,0.0,Law & Order,226,2261,Pre-2010 activities and Programmes,,,
Papua New Guinea,2014,aggr,38909.7,Law & Order,226,2262,General Administration,,,
Papua New Guinea,2014,aggr,70883.2,Law & Order,226,2263,Prison Administration and Improvement,,,
Papua New Guinea,2014,aggr,5764.2,Law & Order,226,2264,Training,,,
Papua New Guinea,2014,aggr,500.7,Law & Order,226,2265,Ministerial Services,,,
Papua New Guinea,2013,aggr,36495.2,Administration,227,,Provincial Treasuries,,0.0,
Papua New Guinea,2012,aggr,36239.1,Administration,227,,Provincial Treasuries,,,
Papua New Guinea,2014,aggr,40059.1,Administration,227,,Provincial Treasuries,,0.1,
Papua New Guinea,2013,aggr,270251.2,Law & Order,228,,Department of Police,,,
Papua New Guinea,2012,aggr,321358.5,Law & Order,228,,Department of Police,,,
Papua New Guinea,2014,aggr,434300.1,Law & Order,228,,Department of Police,,,
Papua New Guinea,2012,aggr,43410.6,Law & Order,228,2281,Personnel and Training,,,
Papua New Guinea,2012,aggr,29495.7,Law & Order,228,2282,Policy and Administration,,,
Papua New Guinea,2012,aggr,118151.5,Law & Order,228,2283,Support Services (Logistics),,,
Papua New Guinea,2012,aggr,130172.7,Law & Order,228,2284,Prevention and Detection of Crime (Operations),,,
Papua New Guinea,2012,aggr,128.0,Law & Order,228,2285,Ministerial Services,,,
Papua New Guinea,2012,aggr,0.0,Law & Order,228,2286,Administration & Improvement of Laws and the Legal,,,
Papua New Guinea,2013,aggr,24026.4,Law & Order,228,2281,Personnel and Training,,,
Papua New Guinea,2013,aggr,33037.2,Law & Order,228,2282,Policy and Administration,,,
Papua New Guinea,2013,aggr,72630.8,Law & Order,228,2283,Support Services (Logistics),,,
Papua New Guinea,2013,aggr,140344.3,Law & Order,228,2284,Prevention and Detection of Crime (Operations),,,
Papua New Guinea,2013,aggr,212.5,Law & Order,228,2285,Ministerial Services,,,
Papua New Guinea,2013,aggr,0.0,Law & Order,228,2286,Administration & Improvement of Laws and the Legal,,,
Papua New Guinea,2014,aggr,29508.3,Law & Order,228,2281,Personnel and Training,,,
Papua New Guinea,2014,aggr,35988.4,Law & Order,228,2282,Policy and Administration,,,
Papua New Guinea,2014,aggr,133924.2,Law & Order,228,2283,Support Services (Logistics),,,
Papua New Guinea,2014,aggr,233842.2,Law & Order,228,2284,Prevention and Detection of Crime (Operations),,,
Papua New Guinea,2014,aggr,260.0,Law & Order,228,2285,Ministerial Services,,,
Papua New Guinea,2014,aggr,777.0,Law & Order,228,2286,Administration & Improvement of Laws and the Legal,,,
Papua New Guinea,2013,aggr,231560.4,Administration,229,,Department of National Planning and Monitoring,,4.4,
Papua New Guinea,2012,aggr,42991.0,Administration,229,,Department of National Planning and Monitoring,,,
Papua New Guinea,2014,aggr,516712.9,Administration,229,,Department of National Planning and Monitoring,,1.2,
Papua New Guinea,2012,aggr,0.0,Administration,229,2291,Sustainable Development Program,,,
Papua New Guinea,2012,aggr,0.0,Administration,229,2292,CIMC Support,,,
Papua New Guinea,2012,aggr,0.0,Administration,229,2293,JICA Volunteer,,,
Papua New Guinea,2012,aggr,0.0,Administration,229,2294,JICA Training,,,
Papua New Guinea,2012,aggr,0.0,Administration,229,2295,Identity Card (with Biometrics),,,
Papua New Guinea,2012,aggr,24378.9,Administration,229,2296,Other National Strategic Planning,,,
Papua New Guinea,2012,aggr,0.0,Administration,229,22994,Tax Credit Program,,,
Papua New Guinea,2012,aggr,0.0,Administration,229,2297,Water Transport Services,,,
Papua New Guinea,2012,aggr,0.0,Administration,229,2298,Kokopo City Infrastructure Development,,,
Papua New Guinea,2012,aggr,0.0,Administration,229,2299,Rural Development Programme,,,
Papua New Guinea,2012,aggr,0.0,Administration,229,22991,Other Multi-Functional Development Projects,,,
Papua New Guinea,2012,aggr,18612.1,Administration,229,22992,PNG Church State Partnership Program,,,
Papua New Guinea,2012,aggr,0.0,Administration,229,22993,Government Accommodation and Public Service,,,
Papua New Guinea,2013,aggr,0.0,Administration,229,2291,Sustainable Development Program,,,
Papua New Guinea,2013,aggr,0.0,Administration,229,2292,CIMC Support,,,
Papua New Guinea,2013,aggr,7711.0,Administration,229,2293,JICA Volunteer,,,
Papua New Guinea,2013,aggr,1527.0,Administration,229,2294,JICA Training,,,
Papua New Guinea,2013,aggr,30000.0,Administration,229,2295,Identity Card (with Biometrics),,,
Papua New Guinea,2013,aggr,32322.4,Administration,229,2296,Other National Strategic Planning,,,
Papua New Guinea,2013,aggr,130000.0,Administration,229,22994,Tax Credit Program,,,
Papua New Guinea,2013,aggr,20000.0,Administration,229,2297,Water Transport Services,,,
Papua New Guinea,2013,aggr,0.0,Administration,229,2298,Kokopo City Infrastructure Development,,,
Papua New Guinea,2013,aggr,0.0,Administration,229,2299,Rural Development Programme,,,
Papua New Guinea,2013,aggr,0.0,Administration,229,22991,Other Multi-Functional Development Projects,,,
Papua New Guinea,2013,aggr,10000.0,Administration,229,22992,PNG Church State Partnership Program,,,
Papua New Guinea,2013,aggr,0.0,Administration,229,22993,Government Accommodation and Public Service,,,
Papua New Guinea,2014,aggr,25000.0,Administration,229,2291,Sustainable Development Program,,,
Papua New Guinea,2014,aggr,1500.0,Administration,229,2292,CIMC Support,,,
Papua New Guinea,2014,aggr,7056.0,Administration,229,2293,JICA Volunteer,,,
Papua New Guinea,2014,aggr,1397.0,Administration,229,2294,JICA Training,,,
Papua New Guinea,2014,aggr,167600.0,Administration,229,2295,Identity Card (with Biometrics),,,
Papua New Guinea,2014,aggr,36250.9,Administration,229,2296,Other National Strategic Planning,,,
Papua New Guinea,2014,aggr,130000.0,Administration,229,22994,Tax Credit Program,,,
Papua New Guinea,2014,aggr,10000.0,Administration,229,2297,Water Transport Services,,,
Papua New Guinea,2014,aggr,20000.0,Administration,229,2298,Kokopo City Infrastructure Development,,,
Papua New Guinea,2014,aggr,21909.0,Administration,229,2299,Rural Development Programme,,,
Papua New Guinea,2014,aggr,10000.0,Administration,229,22991,Other Multi-Functional Development Projects,,,
Papua New Guinea,2014,aggr,25000.0,Administration,229,22992,PNG Church State Partnership Program,,,
Papua New Guinea,2014,aggr,61000.0,Administration,229,22993,Government Accommodation and Public Service,,,
Papua New Guinea,2013,aggr,76383.0,Administration,230,,Electoral Commission,,-0.6,
Papua New Guinea,2012,aggr,215060.0,Administration,230,,Electoral Commission,,,
Papua New Guinea,2014,aggr,36981.2,Administration,230,,Electoral Commission,,-0.5,
Papua New Guinea,2012,aggr,45280.0,Administration,230,2301,Human Resource,,,
Papua New Guinea,2012,aggr,169780.0,Administration,230,2302,Preparation and Conduct of Election,,,
Papua New Guinea,2012,aggr,0.0,Administration,230,2303,Executive,,,
Papua New Guinea,2012,aggr,0.0,Administration,230,2304,Internal Audit,,,
Papua New Guinea,2012,aggr,0.0,Administration,230,2305,Policy,,,
Papua New Guinea,2012,aggr,0.0,Administration,230,2306,Election Administration,,,
Papua New Guinea,2012,aggr,0.0,Administration,230,2307,Information Communication Awareness Branch,,,
Papua New Guinea,2012,aggr,0.0,Administration,230,2308,Finance,,,
Papua New Guinea,2012,aggr,0.0,Administration,230,2309,Information Technology,,,
Papua New Guinea,2012,aggr,0.0,Administration,230,2310,Electoral Support Project Phase II,,,
Papua New Guinea,2013,aggr,26383.0,Administration,230,2301,Human Resource,,,
Papua New Guinea,2013,aggr,50000.0,Administration,230,2302,Preparation and Conduct of Election,,,
Papua New Guinea,2013,aggr,0.0,Administration,230,2303,Executive,,,
Papua New Guinea,2013,aggr,0.0,Administration,230,2304,Internal Audit,,,
Papua New Guinea,2013,aggr,0.0,Administration,230,2305,Policy,,,
Papua New Guinea,2013,aggr,0.0,Administration,230,2306,Election Administration,,,
Papua New Guinea,2013,aggr,0.0,Administration,230,2307,Information Communication Awareness Branch,,,
Papua New Guinea,2013,aggr,0.0,Administration,230,2308,Finance,,,
Papua New Guinea,2013,aggr,0.0,Administration,230,2309,Information Technology,,,
Papua New Guinea,2013,aggr,0.0,Administration,230,2310,Electoral Support Project Phase II,,,
Papua New Guinea,2014,aggr,2638.6,Administration,230,2301,Human Resource,,,
Papua New Guinea,2014,aggr,0.0,Administration,230,2302,Preparation and Conduct of Election,,,
Papua New Guinea,2014,aggr,951.0,Administration,230,2303,Executive,,,
Papua New Guinea,2014,aggr,428.5,Administration,230,2304,Internal Audit,,,
Papua New Guinea,2014,aggr,2761.4,Administration,230,2305,Policy,,,
Papua New Guinea,2014,aggr,4996.3,Administration,230,2306,Election Administration,,,
Papua New Guinea,2014,aggr,4090.3,Administration,230,2307,Information Communication Awareness Branch,,,
Papua New Guinea,2014,aggr,6573.0,Administration,230,2308,Finance,,,
Papua New Guinea,2014,aggr,3615.1,Administration,230,2309,Information Technology,,,
Papua New Guinea,2014,aggr,10927.0,Administration,230,2310,Electoral Support Project Phase II,,,
Papua New Guinea,2013,aggr,4318.9,Administration,231,,National Intelligence Organisation,,-0.2,
Papua New Guinea,2012,aggr,5147.9,Administration,231,,National Intelligence Organisation,,,
Papua New Guinea,2014,aggr,4372.5,Administration,231,,National Intelligence Organisation,,0.0,
Papua New Guinea,2013,aggr,74765.4,Administration,232,,Department for Local and Provincial Affairs,,2.4,
Papua New Guinea,2012,aggr,21695.7,Administration,232,,Department for Local and Provincial Affairs,,,
Papua New Guinea,2014,aggr,74723.7,Administration,232,,Department for Local and Provincial Affairs,,0.0,
Papua New Guinea,2012,aggr,664.4,Administration,232,2321,"Border Administration,  Assistance to Provinces & Refugees",,,
Papua New Guinea,2012,aggr,6424.1,Administration,232,2322,General Administration,,,
Papua New Guinea,2012,aggr,10441.1,Administration,232,2323,National Disaster Management Services,,,
Papua New Guinea,2012,aggr,397.9,Administration,232,2324,Sub-National Strategy,,,
Papua New Guinea,2012,aggr,0.0,Administration,232,2325,PNG Disaster Risk Management Program 2010-2014,,,
Papua New Guinea,2012,aggr,3548.5,Administration,232,2326,Support Services to Provincial Governments,,,
Papua New Guinea,2012,aggr,219.7,Administration,232,2327,Ministerial Services,,,
Papua New Guinea,2012,aggr,0.0,Administration,232,2328,Rural Development Programme,,,
Papua New Guinea,2013,aggr,1083.1,Administration,232,2321,"Border Administration,  Assistance to Provinces & Refugees",,,
Papua New Guinea,2013,aggr,6884.6,Administration,232,2322,General Administration,,,
Papua New Guinea,2013,aggr,3108.7,Administration,232,2323,National Disaster Management Services,,,
Papua New Guinea,2013,aggr,53887.0,Administration,232,2324,Sub-National Strategy,,,
Papua New Guinea,2013,aggr,5057.0,Administration,232,2325,PNG Disaster Risk Management Program 2010-2014,,,
Papua New Guinea,2013,aggr,4544.5,Administration,232,2326,Support Services to Provincial Governments,,,
Papua New Guinea,2013,aggr,200.5,Administration,232,2327,Ministerial Services,,,
Papua New Guinea,2013,aggr,0.0,Administration,232,2328,Rural Development Programme,,,
Papua New Guinea,2014,aggr,989.6,Administration,232,2321,"Border Administration,  Assistance to Provinces & Refugees",,,
Papua New Guinea,2014,aggr,6869.9,Administration,232,2322,General Administration,,,
Papua New Guinea,2014,aggr,3162.8,Administration,232,2323,National Disaster Management Services,,,
Papua New Guinea,2014,aggr,48295.0,Administration,232,2324,Sub-National Strategy,,,
Papua New Guinea,2014,aggr,3715.0,Administration,232,2325,PNG Disaster Risk Management Program 2010-2014,,,
Papua New Guinea,2014,aggr,4484.9,Administration,232,2326,Support Services to Provincial Governments,,,
Papua New Guinea,2014,aggr,205.5,Administration,232,2327,Ministerial Services,,,
Papua New Guinea,2014,aggr,7001.0,Administration,232,2328,Rural Development Programme,,,
Papua New Guinea,2013,aggr,186467.8,Law & Order,234,,Department of Defence,,,
Papua New Guinea,2012,aggr,230469.7,Law & Order,234,,Department of Defence,,,
Papua New Guinea,2014,aggr,245970.2,Law & Order,234,,Department of Defence,,,
Papua New Guinea,2012,aggr,6293.9,Law & Order,234,2341,Air Element,,,
Papua New Guinea,2012,aggr,13917.5,Law & Order,234,2342,Executive Management,,,
Papua New Guinea,2012,aggr,17840.0,Law & Order,234,2343,Land Element,,,
Papua New Guinea,2012,aggr,20312.9,Law & Order,234,2344,Maritime Element,,,
Papua New Guinea,2012,aggr,234.7,Law & Order,234,2345,Ministerial Services,,,
Papua New Guinea,2012,aggr,171870.7,Law & Order,234,2346,Force Support Services,,,
Papua New Guinea,2013,aggr,8280.5,Law & Order,234,2341,Air Element,,,
Papua New Guinea,2013,aggr,22627.8,Law & Order,234,2342,Executive Management,,,
Papua New Guinea,2013,aggr,16456.8,Law & Order,234,2343,Land Element,,,
Papua New Guinea,2013,aggr,14594.1,Law & Order,234,2344,Maritime Element,,,
Papua New Guinea,2013,aggr,473.9,Law & Order,234,2345,Ministerial Services,,,
Papua New Guinea,2013,aggr,124034.7,Law & Order,234,2346,Force Support Services,,,
Papua New Guinea,2014,aggr,30386.6,Law & Order,234,2341,Air Element,,,
Papua New Guinea,2014,aggr,50862.6,Law & Order,234,2342,Executive Management,,,
Papua New Guinea,2014,aggr,16051.9,Law & Order,234,2343,Land Element,,,
Papua New Guinea,2014,aggr,9958.6,Law & Order,234,2344,Maritime Element,,,
Papua New Guinea,2014,aggr,485.7,Law & Order,234,2345,Ministerial Services,,,
Papua New Guinea,2014,aggr,138224.8,Law & Order,234,2346,Force Support Services,,,
Papua New Guinea,2012,aggr,497.0,Education,235,2351,Government Records and Archives,,,
Papua New Guinea,2012,aggr,38606.5,Education,235,2352,Basic Education,,,
Papua New Guinea,2012,aggr,41357.0,Education,235,2353,Development & Implementation of Education Standards,,,
Papua New Guinea,2012,aggr,43311.4,Education,235,2354,General Secondary Education,,,
Papua New Guinea,2012,aggr,21384.8,Education,235,2355,Other General Admin,,,
Papua New Guinea,2012,aggr,277735.8,Education,235,23592,Education Subsidies,,,
Papua New Guinea,2012,aggr,14121.6,Education,235,2356,Vocational Education,,,
Papua New Guinea,2012,aggr,2093.0,Education,235,2357,Managment of Teachers's Affairs,,,
Papua New Guinea,2012,aggr,19592.1,Education,235,2358,Tertiary Teacher Education,,,
Papua New Guinea,2012,aggr,15792.7,Education,235,2359,Tertiary Technical Education,,,
Papua New Guinea,2012,aggr,5484.8,Education,235,23591,Library Services,,,
Papua New Guinea,2013,aggr,629.0,Education,235,2351,Government Records and Archives,,,
Papua New Guinea,2013,aggr,49939.2,Education,235,2352,Basic Education,,,
Papua New Guinea,2013,aggr,70540.4,Education,235,2353,Development & Implementation of Education Standards,,,
Papua New Guinea,2013,aggr,47406.0,Education,235,2354,General Secondary Education,,,
Papua New Guinea,2013,aggr,27030.9,Education,235,2355,Other General Admin,,,
Papua New Guinea,2013,aggr,652000.0,Education,235,23592,Education Subsidies,,,
Papua New Guinea,2013,aggr,178392.3,Education,235,2356,Vocational Education,,,
Papua New Guinea,2013,aggr,1671.5,Education,235,2357,Managment of Teachers's Affairs,,,
Papua New Guinea,2013,aggr,31229.0,Education,235,2358,Tertiary Teacher Education,,,
Papua New Guinea,2013,aggr,44734.9,Education,235,2359,Tertiary Technical Education,,,
Papua New Guinea,2013,aggr,2978.6,Education,235,23591,Library Services,,,
Papua New Guinea,2014,aggr,1000.0,Education,235,2351,Government Records and Archives,,,
Papua New Guinea,2014,aggr,47398.1,Education,235,2352,Basic Education,,,
Papua New Guinea,2014,aggr,77054.0,Education,235,2353,Development & Implementation of Education Standards,,,
Papua New Guinea,2014,aggr,51901.0,Education,235,2354,General Secondary Education,,,
Papua New Guinea,2014,aggr,32741.3,Education,235,2355,Other General Admin,,,
Papua New Guinea,2014,aggr,605000.0,Education,235,23592,Education Subsidies,,,
Papua New Guinea,2014,aggr,185255.0,Education,235,2356,Vocational Education,,,
Papua New Guinea,2014,aggr,3437.0,Education,235,2357,Managment of Teachers's Affairs,,,
Papua New Guinea,2014,aggr,34332.0,Education,235,2358,Tertiary Teacher Education,,,
Papua New Guinea,2014,aggr,40036.0,Education,235,2359,Tertiary Technical Education,,,
Papua New Guinea,2014,aggr,4100.0,Education,235,23591,Library Services,,,
Papua New Guinea,2012,aggr,479976.7,Education,235, ,Department for Education,,,
Papua New Guinea,2014,aggr,1082254.4,Education,235,,Department for Education,,0.0,
Papua New Guinea,2013,aggr,1106551.8,Education,235,,Department for Education,,1.3,
Papua New Guinea,2012,aggr,0.0,Education,236,2361,"Research, Science & Technology Council",,,
Papua New Guinea,2012,aggr,0.0,Education,236,2362,2013 Joint Understanding: Rehabilitation of UPNG,,,
Papua New Guinea,2012,aggr,0.0,Education,236,2363,West Pacific University,,,
Papua New Guinea,2012,aggr,0.0,Education,236,2364,Science Research Council,,,
Papua New Guinea,2012,aggr,0.0,Education,236,2365,National Open University,,,
Papua New Guinea,2012,aggr,7303.9,Education,236,2366,Office of Higher Education,,,
Papua New Guinea,2012,aggr,308.0,Education,236,2367,Minister's Admin Support Services,,,
Papua New Guinea,2012,aggr,35175.3,Education,236,2368,Tertiary Educn Study Assistance Scheme,,,
Papua New Guinea,2012,aggr,6500.0,Education,236,2369,National Scholarships Scheme,,,
Papua New Guinea,2012,aggr,19999.9,Education,236,23691,Trade Skills Scholarship,,,
Papua New Guinea,2012,aggr,12000.0,Education,236,23692,Infrastructure & Rehabilitation & Recapitalisation,,,
Papua New Guinea,2012,aggr,2000.0,Education,236,23693,OHE ICT Improvement Project,,,
