Country,Year,Type,Value,Sector,Department,Programme,Sub-Programme,Name,Notes,Changes
Kiribati,2004,aggr,303664.99,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Meteorological Information,,Meteorological Information,,
Kiribati,2004,aggr,418836.63,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Operation of Airports,,Operation of Airports,,
Kiribati,2004,aggr,151641.76,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Philatelic Bureau,,Philatelic Bureau,,
Kiribati,2004,aggr,356597.8,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Postal Services,,Postal Services,,
Kiribati,2004,aggr,238322.5,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Printing Services,,Printing Services,,
Kiribati,2004,aggr,182601.57,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Promotion of Tourism,,Promotion of Tourism,,
Kiribati,2004,aggr,76101.17,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Safer Navigational Infrastructure,,Safer Navigational Infrastructure,,
Kiribati,2004,aggr,103759.68,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Search and Rescue,,Search and Rescue,,
Kiribati,2004,aggr,221058.53,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Services to Shipping,,Services to Shipping,,
Kiribati,2004,aggr,1034784,Economic affairs ,Ministry of Environment Lands and Agriculture Development,,,Ministry of Environment Lands and Agriculture Development,,
Kiribati,2004,aggr,1034784.03,Economic affairs ,Ministry of Environment Lands and Agriculture Development,Services to Agriculture and Livestock,,Services to Agriculture and Livestock,,
Kiribati,2004,aggr,2083283,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,,,Ministry of Fisheries and Mineral Resource Development,,
Kiribati,2004,aggr,177153.37,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,Information Technology ,,Information Technology ,,
Kiribati,2004,aggr,1176589.59,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,Licensing and Fisheries,,Licensing and Fisheries,,
Kiribati,2004,aggr,66409.7,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,Management of Mineral Resources,,Management of Mineral Resources,,
Kiribati,2004,aggr,0,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,Planning,,Planning,,
Kiribati,2004,aggr,663130.75,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,Policy Resource and Development,,Policy Resource and Development,,
Kiribati,2004,aggr,2065773,Economic affairs ,Ministry of Labour & Human Resource Development,,,Ministry of Labour & Human Resource Development,,
Kiribati,2004,aggr,453128.27,Economic affairs ,Ministry of Labour & Human Resource Development,Fisheries Training Centre,,Fisheries Training Centre,,
Kiribati,2004,aggr,44824.76,Economic affairs ,Ministry of Labour & Human Resource Development,KIT Services,,KIT Services,,
Kiribati,2004,aggr,272527.37,Economic affairs ,Ministry of Labour & Human Resource Development,Labour Services,,Labour Services,,
Kiribati,2004,aggr,803595.36,Economic affairs ,Ministry of Labour & Human Resource Development,Marine Training Centre,,Marine Training Centre,,
Kiribati,2004,aggr,491697.51,Economic affairs ,Ministry of Labour & Human Resource Development,Policy Development,,Policy Development,,
Kiribati,2004,aggr,4828551,Economic affairs ,Ministry of Public Works and Utilities,,,Ministry of Public Works and Utilities,,
Kiribati,2004,aggr,1052038.27,Economic affairs ,Ministry of Public Works and Utilities,Civil Engineering Services,,Civil Engineering Services,,
Kiribati,2004,aggr,1632341.02,Economic affairs ,Ministry of Public Works and Utilities,Construction Services,,Construction Services,,
Kiribati,2004,aggr,60259.3,Economic affairs ,Ministry of Public Works and Utilities,Electricity for Public Places,,Electricity for Public Places,,
Kiribati,2004,aggr,75808.85,Economic affairs ,Ministry of Public Works and Utilities,Energy Planning,,Energy Planning,,
Kiribati,2004,aggr,162560.6,Economic affairs ,Ministry of Public Works and Utilities,Joinery Services,,Joinery Services,,
Kiribati,2004,aggr,1089462.59,Economic affairs ,Ministry of Public Works and Utilities,Policy Advice,,Policy Advice,,
Kiribati,2004,aggr,124549.16,Economic affairs ,Ministry of Public Works and Utilities,Public Works,,Public Works,,
Kiribati,2004,aggr,187789.91,Economic affairs ,Ministry of Public Works and Utilities,Technical and Design Services,,Technical and Design Services,,
Kiribati,2004,aggr,443740.87,Economic affairs ,Ministry of Public Works and Utilities,Water Supply,,Water Supply,,
Kiribati,2004,aggr,10199000,Economic affairs ,Other Government Expenses,,,Other Government Expenses,,
Kiribati,2004,aggr,243548,Economic affairs ,Other Government Expenses,Air Kiribati Subsidy,,Air Kiribati Subsidy,,
Kiribati,2004,aggr,6521735.6,Economic affairs ,Other Government Expenses,Copra Price Subsidy,,Copra Price Subsidy,,
Kiribati,2004,aggr,,Economic affairs ,Other Government Expenses,DBK,,DBK,,
Kiribati,2004,aggr,,Economic affairs ,Other Government Expenses,GoK W/Capital Guarantee Corp,,GoK W/Capital Guarantee Corp,,
Kiribati,2004,aggr,27011.16,Economic affairs ,Other Government Expenses,GoK Working Capital KMEL,,GoK Working Capital KMEL,,
Kiribati,2004,aggr,0,Economic affairs ,Other Government Expenses,Gov. O/S Debts with KSCL,,Gov. O/S Debts with KSCL,,
Kiribati,2004,aggr,1456661.52,Economic affairs ,Other Government Expenses,Int. Air Services Subsidy,,Int. Air Services Subsidy,,
Kiribati,2004,aggr,,Economic affairs ,Other Government Expenses,Kiritimati Maint. Contribution,,Kiritimati Maint. Contribution,,
Kiribati,2004,aggr,211.35,Economic affairs ,Other Government Expenses,MLHRD,,MLHRD,,
Kiribati,2004,aggr,,Economic affairs ,Other Government Expenses,NA,,NA,,
Kiribati,2004,aggr,480000,Economic affairs ,Other Government Expenses,PUB,,PUB,,
Kiribati,2004,aggr,,Economic affairs ,Other Government Expenses,Subsidy to Betio Shipyard Ltd,,Subsidy to Betio Shipyard Ltd,,
Kiribati,2004,aggr,260000,Economic affairs ,Other Government Expenses,Subsidy to KHC,,Subsidy to KHC,,
Kiribati,2004,aggr,1174275.33,Economic affairs ,Other Government Expenses,Support Grants,,Support Grants,,
Kiribati,2004,aggr,,Economic affairs ,Other Government Expenses,Village Banks Subsidy,,Village Banks Subsidy,,
Kiribati,2004,aggr,35556.9,Economic affairs ,Other Government Expenses,Volunt. Org. Grants,,Volunt. Org. Grants,,
Kiribati,2004,aggr,25120190.11,Education ,,,,Education ,,
Kiribati,2004,aggr,307822.25,Education ,Conducting and Provision of Exams,,,Conducting and Provision of Exams,,
Kiribati,2004,aggr,3538652.81,Education ,Junior Secondary Education,,,Junior Secondary Education,,
Kiribati,2004,aggr,2996909.4,Education ,KGV and EBS Secondary School,,,KGV and EBS Secondary School,,
Kiribati,2004,aggr,1009557.2,Education ,Policy Advice,,,Policy Advice,,
Kiribati,2004,aggr,5814682.33,Education ,Primary Education Services,,,Primary Education Services,,
Kiribati,2004,aggr,803884.84,Education ,Provision of Library and Archival Services,,,Provision of Library and Archival Services,,
Kiribati,2004,aggr,1848214.09,Education ,Support to Non-Formal Education,,,Support to Non-Formal Education,,
Kiribati,2004,aggr,2.84,Education ,Teabike College Secondary School,,,Teabike College Secondary School,,
Kiribati,2004,aggr,1430393.38,Education ,Teacher Training,,,Teacher Training,,
Kiribati,2004,aggr,2092.76,Education ,Teachers Training,,,Teachers Training,,
Kiribati,2004,aggr,2855874.05,Education ,Teaching Resources ,,,Teaching Resources ,,
Kiribati,2004,aggr,3660796.01,Education ,Youth and Sport,,,Youth and Sport,,
Kiribati,2004,aggr,851308.15,Education ,Other Government Expenses,,,Other Government Expenses,,
Kiribati,2004,aggr,851308.15,Education ,Other Government Expenses,USP,,USP,,
Kiribati,2004,aggr,1394902.65,Environmental protection ,,,,Environmental protection ,,
Kiribati,2004,aggr,648363.93,Environmental protection ,Administration,,,Administration,,
Kiribati,2004,aggr,1072.82,Environmental protection ,Agriculture,,,Agriculture,,
Kiribati,2004,aggr,745465.9,Environmental protection ,Lands and Survey,,,Lands and Survey,,
Kiribati,2004,aggr,29455567.39,General public services ,,,,General public services ,,
Kiribati,2004,aggr,2936716.9,General public services ,Contribution to the Development Fund,,,Contribution to the Development Fund,,
Kiribati,2004,aggr,520149.2,General public services ,Kiribati National Audit Office,,,Kiribati National Audit Office,,
Kiribati,2004,aggr,52219.81,General public services ,Kiribati National Audit Office,Audits of Local Government,,Audits of Local Government,,
Kiribati,2004,aggr,60182.25,General public services ,Kiribati National Audit Office,Audits of Statutory Authorities,,Audits of Statutory Authorities,,
Kiribati,2004,aggr,407747.14,General public services ,Kiribati National Audit Office,Government Audits,,Government Audits,,
Kiribati,2004,aggr,1606371.11,General public services ,Maneaba ni Maungatabu,,,Maneaba ni Maungatabu,,
Kiribati,2004,aggr,459836.23,General public services ,Maneaba ni Maungatabu,Administration and Support Services,,Administration and Support Services,,
Kiribati,2004,aggr,203484.29,General public services ,Maneaba ni Maungatabu,Parliamentary Committees,,Parliamentary Committees,,
Kiribati,2004,aggr,943050.59,General public services ,Maneaba ni Maungatabu,Parliamentary Meetings,,Parliamentary Meetings,,
Kiribati,2004,aggr,610843.75,General public services ,Ministry of Environment Lands and Agriculture Development,,,Ministry of Environment Lands and Agriculture Development,,
Kiribati,2004,aggr,40,General public services ,Ministry of Environment Lands and Agriculture Development,Environment,,Environment,,
Kiribati,2004,aggr,610803.75,General public services ,Ministry of Environment Lands and Agriculture Development,Land Adminstration,,Land Adminstration,,
Kiribati,2004,aggr,3488292.24,General public services ,Ministry of Finance and Economic Development,,,Ministry of Finance and Economic Development,,
Kiribati,2004,aggr,1536806.49,General public services ,Ministry of Finance and Economic Development,Administration Policy Advice and Support Services,,Administration Policy Advice and Support Services,,
Kiribati,2004,aggr,404957.14,General public services ,Ministry of Finance and Economic Development,Customs & Border Management,,Customs & Border Management,,
Kiribati,2004,aggr,284256.7,General public services ,Ministry of Finance and Economic Development,Economic Planning & Budget Management,,Economic Planning & Budget Management,,
Kiribati,2004,aggr,80139.63,General public services ,Ministry of Finance and Economic Development,Internal Audit,,Internal Audit,,
Kiribati,2004,aggr,,General public services ,Ministry of Finance and Economic Development,IT,,IT,,
Kiribati,2004,aggr,,General public services ,Ministry of Finance and Economic Development,NA,,NA,,
Kiribati,2004,aggr,661737.7,General public services ,Ministry of Finance and Economic Development,Rec. Acct. Transactions & Fin. Rpts.,,Rec. Acct. Transactions & Fin. Rpts.,,
Kiribati,2004,aggr,208796.8,General public services ,Ministry of Finance and Economic Development,Statistical Services,,Statistical Services,,
Kiribati,2004,aggr,311597.78,General public services ,Ministry of Finance and Economic Development,Taxation Administration,,Taxation Administration,,
Kiribati,2004,aggr,842178.44,General public services ,Ministry of Foreign Affairs and Immigration,,,Ministry of Foreign Affairs and Immigration,,
Kiribati,2004,aggr,217949.62,General public services ,Ministry of Foreign Affairs and Immigration,Immigration Services,,Immigration Services,,
Kiribati,2004,aggr,47610.32,General public services ,Ministry of Foreign Affairs and Immigration,Kiribati High Commission,,Kiribati High Commission,,
Kiribati,2004,aggr,576618.5,General public services ,Ministry of Foreign Affairs and Immigration,Policy Development,,Policy Development,,
Kiribati,2004,aggr,2601105.56,General public services ,Ministry of Internal and Social Affairs,,,Ministry of Internal and Social Affairs,,
Kiribati,2004,aggr,978198.08,General public services ,Ministry of Internal and Social Affairs,Assistance to Local Governments,,Assistance to Local Governments,,
Kiribati,2004,aggr,229256.79,General public services ,Ministry of Internal and Social Affairs,Civil Registration,,Civil Registration,,
Kiribati,2004,aggr,28,General public services ,Ministry of Internal and Social Affairs,Land Adminstration,,Land Adminstration,,
Kiribati,2004,aggr,,General public services ,Ministry of Internal and Social Affairs,NA,,NA,,
Kiribati,2004,aggr,641587.12,General public services ,Ministry of Internal and Social Affairs,Policy Development,,Policy Development,,
Kiribati,2004,aggr,752035.57,General public services ,Ministry of Internal and Social Affairs,Promoting Rural Development,,Promoting Rural Development,,
Kiribati,2004,aggr,3296552.3,General public services ,Ministry of Line and Phoenix Island Development,,,Ministry of Line and Phoenix Island Development,,
Kiribati,2004,aggr,887123.61,General public services ,Ministry of Line and Phoenix Island Development,Administration & Policy Development,,Administration & Policy Development,,
Kiribati,2004,aggr,27446.89,General public services ,Ministry of Line and Phoenix Island Development,Civil Engineering,,Civil Engineering,,
Kiribati,2004,aggr,,General public services ,Ministry of Line and Phoenix Island Development,Civil Unit,,Civil Unit,,
Kiribati,2004,aggr,682122.78,General public services ,Ministry of Line and Phoenix Island Development,Development Planning Unit,,Development Planning Unit,,
Kiribati,2004,aggr,498124.29,General public services ,Ministry of Line and Phoenix Island Development,Electricity Distribution,,Electricity Distribution,,
Kiribati,2004,aggr,202151.98,General public services ,Ministry of Line and Phoenix Island Development,Electricity Generation,,Electricity Generation,,
Kiribati,2004,aggr,179671.97,General public services ,Ministry of Line and Phoenix Island Development,Finance Management,,Finance Management,,
Kiribati,2004,aggr,1261.09,General public services ,Ministry of Line and Phoenix Island Development,Housing,,Housing,,
Kiribati,2004,aggr,77360.94,General public services ,Ministry of Line and Phoenix Island Development,Information Technology,,Information Technology,,
Kiribati,2004,aggr,,General public services ,Ministry of Line and Phoenix Island Development,IT Services,,IT Services,,
Kiribati,2004,aggr,0,General public services ,Ministry of Line and Phoenix Island Development,Public Works Development,,Public Works Development,,
Kiribati,2004,aggr,566662.68,General public services ,Ministry of Line and Phoenix Island Development,Solar Salt Unit,,Solar Salt Unit,,
Kiribati,2004,aggr,174626.07,General public services ,Ministry of Line and Phoenix Island Development,Water Supply,,Water Supply,,
Kiribati,2004,aggr,1433136.58,General public services ,Office of Te Beretitenti,,,Office of Te Beretitenti,,
Kiribati,2004,aggr,1164165.45,General public services ,Office of Te Beretitenti,Administration and Policy Development,,Administration and Policy Development,,
Kiribati,2004,aggr,110252.82,General public services ,Office of Te Beretitenti,Land Grievances Registration Tribunal,,Land Grievances Registration Tribunal,,
Kiribati,2004,aggr,158718.31,General public services ,Office of Te Beretitenti,Support to the Beretitenti,,Support to the Beretitenti,,
Kiribati,2004,aggr,10539142.28,General public services ,Other Government Expenses,,,Other Government Expenses,,
Kiribati,2004,aggr,123554.63,General public services ,Other Government Expenses,25th Ann. Indp. - OB,,25th Ann. Indp. - OB,,
Kiribati,2004,aggr,0,General public services ,Other Government Expenses,Commission of Enquiry,,Commission of Enquiry,,
Kiribati,2004,aggr,9760,General public services ,Other Government Expenses,Construction of HMLPID House,,Construction of HMLPID House,,
Kiribati,2004,aggr,247947.44,General public services ,Other Government Expenses,Contribution (MFAI),,Contribution (MFAI),,
Kiribati,2004,aggr,101258.7,General public services ,Other Government Expenses,Council Charges,,Council Charges,,
Kiribati,2004,aggr,24317.23,General public services ,Other Government Expenses,Elections,,Elections,,
Kiribati,2004,aggr,16249,General public services ,Other Government Expenses,Ferry Services to Islands,,Ferry Services to Islands,,
Kiribati,2004,aggr,614302.09,General public services ,Other Government Expenses,Gov. Buildings Repair & Maint.,,Gov. Buildings Repair & Maint.,,
Kiribati,2004,aggr,1760,General public services ,Other Government Expenses,Gov. O/S with PVU,,Gov. O/S with PVU,,
Kiribati,2004,aggr,1471795.95,General public services ,Other Government Expenses,Land Rent,,Land Rent,,
Kiribati,2004,aggr,,General public services ,Other Government Expenses,Local Total,,Local Total,,
Kiribati,2004,aggr,4618039.72,General public services ,Other Government Expenses,MCTTD,,MCTTD,,
Kiribati,2004,aggr,0,General public services ,Other Government Expenses,MELAD,,MELAD,,
Kiribati,2004,aggr,694338.66,General public services ,Other Government Expenses,MEYSD,,MEYSD,,
Kiribati,2004,aggr,77003.99,General public services ,Other Government Expenses,MFED,,MFED,,
Kiribati,2004,aggr,,General public services ,Other Government Expenses,MHMS,,MHMS,,
Kiribati,2004,aggr,8960,General public services ,Other Government Expenses,MISA 1,,MISA 1,,
Kiribati,2004,aggr,,General public services ,Other Government Expenses,NA,,NA,,
Kiribati,2004,aggr,20661.65,General public services ,Other Government Expenses,National Disaster,,National Disaster,,
Kiribati,2004,aggr,,General public services ,Other Government Expenses,OB 2,,OB 2,,
Kiribati,2004,aggr,139000,General public services ,Other Government Expenses,Other Payments - MFMRD,,Other Payments - MFMRD,,
Kiribati,2004,aggr,1531263.48,General public services ,Other Government Expenses,Other Payments - MISA,,Other Payments - MISA,,
Kiribati,2004,aggr,3841.41,General public services ,Other Government Expenses,Other Payments - OB,,Other Payments - OB,,
Kiribati,2004,aggr,0,General public services ,Other Government Expenses,PSO,,PSO,,
Kiribati,2004,aggr,835088.33,General public services ,Other Government Expenses,Sal. KPF Pen. Contribution,,Sal. KPF Pen. Contribution,,
Kiribati,2004,aggr,,General public services ,Other Government Expenses,Secondary Mission Schools,,Secondary Mission Schools,,
Kiribati,2004,aggr,177051.99,General public services ,Public Debt,,,Public Debt,,
Kiribati,2004,aggr,177051.99,General public services ,Public Debt,Debt Servicing,,Debt Servicing,,
Kiribati,2004,aggr,178742.47,General public services ,Public Service Commission,,,Public Service Commission,,
Kiribati,2004,aggr,178742.47,General public services ,Public Service Commission,Servicing PSC,,Servicing PSC,,
Kiribati,2004,aggr,1225284.57,General public services ,Public Service Office,,,Public Service Office,,
Kiribati,2004,aggr,41609.14,General public services ,Public Service Office,Administration and Policy Development,,Administration and Policy Development,,
Kiribati,2004,aggr,,General public services ,Public Service Office,Human Resource Management,,Human Resource Management,,
Kiribati,2004,aggr,790890.17,General public services ,Public Service Office,Human Resource Planning and Development,,Human Resource Planning and Development,,
Kiribati,2004,aggr,392785.26,General public services ,Public Service Office,Information Technology Services,,Information Technology Services,,
Kiribati,2004,aggr,14442355.39,Health ,,,,Health ,,
Kiribati,2004,aggr,1261523.51,Health ,Administration,,,Administration,,
Kiribati,2004,aggr,250780.87,Health ,Communicable Disease Control,,,Communicable Disease Control,,
Kiribati,2004,aggr,,Health ,Dental Serives,,,Dental Serives,,
Kiribati,2004,aggr,376850.74,Health ,Dental Services,,,Dental Services,,
Kiribati,2004,aggr,33148.81,Health ,HIV and AIDS,,,HIV and AIDS,,
Kiribati,2004,aggr,288431.73,Health ,Laboratory Services,,,Laboratory Services,,
Kiribati,2004,aggr,2414988.42,Health ,Linnix Services,,,Linnix Services,,
Kiribati,2004,aggr,6301152.14,Health ,Nursing Care and Medical Training,,,Nursing Care and Medical Training,,
Kiribati,2004,aggr,166471.12,Health ,Nursing Services,,,Nursing Services,,
Kiribati,2004,aggr,136017.37,Health ,Pharmacy and Medical Stores,,,Pharmacy and Medical Stores,,
Kiribati,2004,aggr,218980.42,Health ,Physiotherapy Services,,,Physiotherapy Services,,
Kiribati,2004,aggr,306801.64,Health ,Public Health Services - Curative,,,Public Health Services - Curative,,
Kiribati,2004,aggr,1345214,Health ,Public Health Services - Preventative,,,Public Health Services - Preventative,,
Kiribati,2004,aggr,262066.11,Health ,Radiology,,,Radiology,,
Kiribati,2004,aggr,1079928.51,Health ,Support Services,,,Support Services,,
Kiribati,2004,aggr,8695242.56,Public order and safety ,,,,Public order and safety ,,
Kiribati,2004,aggr,1418094.96,Public order and safety ,Judiciary,,,Judiciary,,
Kiribati,2004,aggr,203568.85,Public order and safety ,Judiciary,Administration and Policy Support,,Administration and Policy Support,,
Kiribati,2004,aggr,455084.6,Public order and safety ,Judiciary,Judicial Services,,Judicial Services,,
Kiribati,2004,aggr,164158.2,Public order and safety ,Judiciary,Legal and Support Services,,Legal and Support Services,,
Kiribati,2004,aggr,595283.31,Public order and safety ,Judiciary,Magisterial Services,,Magisterial Services,,
Kiribati,2004,aggr,658424.45,Public order and safety ,Office of the Attorney General,,,Office of the Attorney General,,
Kiribati,2004,aggr,90638.24,Public order and safety ,Office of the Attorney General,Civil Laws,,Civil Laws,,
Kiribati,2004,aggr,,Public order and safety ,Office of the Attorney General,Company Registration,,Company Registration,,
Kiribati,2004,aggr,42755.67,Public order and safety ,Office of the Attorney General,Criminal Prosecution,,Criminal Prosecution,,
Kiribati,2004,aggr,95496.96,Public order and safety ,Office of the Attorney General,Law Revision,,Law Revision,,
Kiribati,2004,aggr,429533.58,Public order and safety ,Office of the Attorney General,Policy Development,,Policy Development,,
Kiribati,2004,aggr,6618723.15,Public order and safety ,Police and Prisons,,,Police and Prisons,,
Kiribati,2004,aggr,123882.5,Public order and safety ,Police and Prisons,Airport and Domestic Fire Services,,Airport and Domestic Fire Services,,
Kiribati,2004,aggr,349979.79,Public order and safety ,Police and Prisons,Custody and Supervision of Prisoners,,Custody and Supervision of Prisoners,,
Kiribati,2004,aggr,574873.46,Public order and safety ,Police and Prisons,Investigation Prosecution and Intelligence,,Investigation Prosecution and Intelligence,,
Kiribati,2004,aggr,2364407.26,Public order and safety ,Police and Prisons,Maintenance of Law and Order,,Maintenance of Law and Order,,
Kiribati,2004,aggr,2819647.27,Public order and safety ,Police and Prisons,Policy Services,,Policy Services,,
Kiribati,2004,aggr,385932.87,Public order and safety ,Police and Prisons,Surveillance of EEZ,,Surveillance of EEZ,,
Kiribati,2004,aggr,29951.95,Recreation culture and religion ,Ministry of Environment Lands and Agriculture Development,Culture and Tradition,,Culture and Tradition,,
Kiribati,2004,aggr,99542.14,Recreation culture and religion ,,,,Recreation culture and religion ,,
Kiribati,2004,aggr,69590.19,Recreation culture and religion ,Ministry of Internal and Social Affairs,,,Ministry of Internal and Social Affairs,,
Kiribati,2004,aggr,69590.19,Recreation culture and religion ,Ministry of Internal and Social Affairs,Cultural Affairs,,Cultural Affairs,,
Kiribati,2004,aggr,,Recreation culture and religion ,Ministry of Internal and Social Affairs,Youth and Sport,,Youth and Sport,,
Kiribati,2004,aggr,,Recreation culture and religion ,Other Government Expenses,Other Government Expenses,,Other Government Expenses,,
Kiribati,2004,aggr,,Recreation culture and religion ,Other Government Expenses,Other Payments - MEYS,,Other Payments - MEYS,,
Kiribati,2004,aggr,574350.54,Social protection ,,,,Social protection ,,
Kiribati,2004,aggr,833.04,Social protection ,Ministry of Environment Lands and Agriculture Development1,,,Ministry of Environment Lands and Agriculture Development,,
Kiribati,2004,aggr,833.04,Social protection ,Ministry of Environment Lands and Agriculture Development1,Social Welfare,,Social Welfare,,
Kiribati,2004,aggr,573517.5,Social protection ,Ministry of Internal and Social Affairs1,,,Ministry of Internal and Social Affairs,,
Kiribati,2004,aggr,573517.5,Social protection ,Ministry of Internal and Social Affairs1,Social Welfare,,Social Welfare,,
Kiribati,2004,aggr,,Social protection ,Ministry of Internal and Social Affairs1,Women Development Division,,Women Development Division,,
Kiribati,2004,aggr,105228979.8,,,,,,,
Kiribati,2005,aggr,25868526,Economic affairs ,,,,Economic affairs ,,
Kiribati,2005,aggr,1277702,Economic affairs ,Ministry of Commerce Industry and Cooperatives,,,Ministry of Commerce Industry and Cooperatives,,
Kiribati,2005,aggr,115537.15,Economic affairs ,Ministry of Commerce Industry and Cooperatives,Business Promotion,,Business Promotion,,
Kiribati,2005,aggr,60000,Economic affairs ,Ministry of Commerce Industry and Cooperatives,Business Regulation,,Business Regulation,,
Kiribati,2005,aggr,392024.5,Economic affairs ,Ministry of Commerce Industry and Cooperatives,Policy Development,,Policy Development,,
Kiribati,2005,aggr,96110.13,Economic affairs ,Ministry of Commerce Industry and Cooperatives,Promotion of Commerce Industry and Tourism in Kiribati,,Promotion of Commerce Industry and Tourism in Kiribati,,
Kiribati,2005,aggr,,Economic affairs ,Ministry of Commerce Industry and Cooperatives,Promotion of Foreign Investments,,Promotion of Foreign Investments,,
Kiribati,2005,aggr,371734.97,Economic affairs ,Ministry of Commerce Industry and Cooperatives,Regulation and Christmas Island Development,,Regulation and Christmas Island Development,,
Kiribati,2005,aggr,242295.2,Economic affairs ,Ministry of Commerce Industry and Cooperatives,Services to Cooperatives,,Services to Cooperatives,,
Kiribati,2005,aggr,3995944,Economic affairs ,Ministry of Commerce Transport and Tourism Development,,,Ministry of Commerce Transport and Tourism Development,,
Kiribati,2005,aggr,730178.03,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Administration and Policy Development,,Administration and Policy Development,,
Kiribati,2005,aggr,1102749.08,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Administration and Regulation of Civil Aviation,,Administration and Regulation of Civil Aviation,,
Kiribati,2005,aggr,,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Information Technology,,Information Technology,,
Kiribati,2005,aggr,258967.41,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Meteorological Information,,Meteorological Information,,
Kiribati,2005,aggr,442078.89,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Operation of Airports,,Operation of Airports,,
Kiribati,2005,aggr,130478.74,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Philatelic Bureau,,Philatelic Bureau,,
Kiribati,2005,aggr,385894.49,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Postal Services,,Postal Services,,
Kiribati,2005,aggr,220341.77,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Printing Services,,Printing Services,,
Kiribati,2005,aggr,148580.5,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Promotion of Tourism,,Promotion of Tourism,,
Kiribati,2005,aggr,91157.6,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Safer Navigational Infrastructure,,Safer Navigational Infrastructure,,
Kiribati,2005,aggr,125278.42,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Search and Rescue,,Search and Rescue,,
Kiribati,2005,aggr,360239.03,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Services to Shipping,,Services to Shipping,,
Kiribati,2005,aggr,1110501,Economic affairs ,Ministry of Environment Lands and Agriculture Development,,,Ministry of Environment Lands and Agriculture Development,,
Kiribati,2005,aggr,1110500.89,Economic affairs ,Ministry of Environment Lands and Agriculture Development,Services to Agriculture and Livestock,,Services to Agriculture and Livestock,,
Kiribati,2005,aggr,2392020,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,,,Ministry of Fisheries and Mineral Resource Development,,
Kiribati,2005,aggr,277754.98,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,Information Technology ,,Information Technology ,,
Kiribati,2005,aggr,1014759.24,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,Licensing and Fisheries,,Licensing and Fisheries,,
Kiribati,2005,aggr,70073.8,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,Management of Mineral Resources,,Management of Mineral Resources,,
Kiribati,2005,aggr,384580.9,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,Planning,,Planning,,
Kiribati,2005,aggr,644851.22,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,Policy Resource and Development,,Policy Resource and Development,,
Kiribati,2005,aggr,2061948,Economic affairs ,Ministry of Labour & Human Resource Development,,,Ministry of Labour & Human Resource Development,,
Kiribati,2005,aggr,468263.85,Economic affairs ,Ministry of Labour & Human Resource Development,Fisheries Training Centre,,Fisheries Training Centre,,
Kiribati,2005,aggr,43170.91,Economic affairs ,Ministry of Labour & Human Resource Development,KIT Services,,KIT Services,,
Kiribati,2005,aggr,271827.17,Economic affairs ,Ministry of Labour & Human Resource Development,Labour Services,,Labour Services,,
Kiribati,2005,aggr,870769.32,Economic affairs ,Ministry of Labour & Human Resource Development,Marine Training Centre,,Marine Training Centre,,
Kiribati,2005,aggr,407916.65,Economic affairs ,Ministry of Labour & Human Resource Development,Policy Development,,Policy Development,,
Kiribati,2005,aggr,3605374,Economic affairs ,Ministry of Public Works and Utilities,,,Ministry of Public Works and Utilities,,
Kiribati,2005,aggr,1456252.03,Economic affairs ,Ministry of Public Works and Utilities,Civil Engineering Services,,Civil Engineering Services,,
Kiribati,2005,aggr,539433.94,Economic affairs ,Ministry of Public Works and Utilities,Construction Services,,Construction Services,,
Kiribati,2005,aggr,87626.9,Economic affairs ,Ministry of Public Works and Utilities,Electricity for Public Places,,Electricity for Public Places,,
Kiribati,2005,aggr,168259.18,Economic affairs ,Ministry of Public Works and Utilities,Energy Planning,,Energy Planning,,
Kiribati,2005,aggr,147235.9,Economic affairs ,Ministry of Public Works and Utilities,Joinery Services,,Joinery Services,,
